date,category,subcategory,name,price,url
2026-03-19,SSD,최상급 1TB,삼성전자 9100 PRO M.2 NVMe (1TB),433590,https://prod.danawa.com/info/?pcode=78716702&cate=11335282
2026-03-19,SSD,최상급 1TB,Western Digital WD BLACK SN8100 M.2 NVMe (1TB),489710,https://prod.danawa.com/info/?pcode=92186393
2026-03-19,SSD,최상급 1TB,SK하이닉스 Platinum P51 M.2 NVMe (1TB),499750,https://prod.danawa.com/info/?pcode=72823220&cate=11335282
2026-03-19,SSD,최상급 1TB,키오시아 EXCERIA PRO G2 M.2 NVMe (1TB),436870,https://prod.danawa.com/info/?pcode=104228879
2026-03-19,SSD,상급 1TB,Western Digital WD BLACK SN850X M.2 NVMe (1TB),378970,https://prod.danawa.com/info/?pcode=17788487&cate=11335282
2026-03-19,SSD,상급 1TB,삼성전자 990 PRO M.2 NVMe (1TB),394810,https://prod.danawa.com/info/?pcode=18297002&cate=11335282
2026-03-19,SSD,상급 1TB,SK하이닉스 Platinum P41 M.2 NVMe (1TB),404020,https://prod.danawa.com/info/?pcode=17001050&cate=11335282
2026-03-19,SSD,상급 1TB,키오시아 EXCERIA PLUS G4 M.2 NVMe (1TB),315000,https://prod.danawa.com/info/?pcode=74056493&cate=11335282
2026-03-19,SSD,중급 1TB,삼성전자 990 EVO Plus M.2 NVMe (1TB),308830,https://prod.danawa.com/info/?pcode=69869543&cate=11335282
2026-03-19,SSD,중급 1TB,SK하이닉스 Gold P31 M.2 NVMe (1TB),335700,https://prod.danawa.com/info/?pcode=13161338&cate=11335282
2026-03-19,SSD,중급 1TB,마이크론 Crucial T705 M.2 NVMe 대원씨티에스 (1TB),375000,https://prod.danawa.com/info/?pcode=41264234&cate=112760
2026-03-19,SSD,하급 1TB,마이크론 Crucial P310 M.2 NVMe 대원씨티에스 (1TB),290690,https://prod.danawa.com/info/?pcode=67852961&cate=11335282
2026-03-19,SSD,하급 1TB,마이크론 Crucial T500 M.2 NVMe 대원씨티에스 (1TB),349000,https://prod.danawa.com/info/?pcode=29666111&cate=11335282
2026-03-19,SSD,하급 1TB,ESSENCORE KLEVV CRAS C910G M.2 NVMe (1TB),272290,https://prod.danawa.com/info/?pcode=98242505&cate=11335282
2026-03-19,CPU,게이밍 & 작업용 (AMD),AMD 라이젠9-6세대 9950X3D (그래니트 릿지) (멀티팩 정품),985380,https://prod.danawa.com/info/?pcode=77790914&cate=112747
2026-03-19,CPU,게이밍 & 작업용 (AMD),AMD 라이젠7-6세대 9800X3D (그래니트 릿지) (멀티팩 정품),655980,https://prod.danawa.com/info/?pcode=70531547&cate=112747
2026-03-19,CPU,게이밍 & 작업용 (AMD),AMD 라이젠7-5세대 7800X3D (라파엘) (멀티팩 정품),446880,https://prod.danawa.com/info/?pcode=19627934&cate=112747
2026-03-19,CPU,게이밍 & 작업용 (AMD),AMD 라이젠5-6세대 9600X (그래니트 릿지) (멀티팩 정품),306600,https://prod.danawa.com/info/?pcode=62794079&cate=112747
2026-03-19,CPU,게이밍 & 작업용 (AMD),AMD 라이젠5-5세대 7500X3D (라파엘) (멀티팩 정품),350870,https://prod.danawa.com/info/?pcode=104223188&cate=112747
