date,gpu_group,count,avg_price,min_price,max_price
2026-05-09,RTX 5090,4,6409040,6297800,6699890
2026-05-09,RTX 5080,4,2162510,2019070,2298810
2026-05-09,RTX 5070 Ti,4,1609810,1543240,1746000
2026-05-09,RTX 5070,4,989080,954000,1066480
2026-05-09,RTX 5060 Ti,4,791090,559800,930620
2026-05-09,RTX 5060,4,490555,480200,502600
2026-05-09,RX 9070 XT,6,1159120,1061520,1331860
2026-05-09,RX 9060 XT,3,635013,626080,652670
