date,gpu_group,count,avg_price,min_price,max_price
2026-05-25,RTX 5090,4,6971998,6299000,7490000
2026-05-25,RTX 5080,4,2140958,2035000,2268950
2026-05-25,RTX 5070 Ti,4,1609710,1545000,1707870
2026-05-25,RTX 5070,4,964445,914990,1049990
2026-05-25,RTX 5060 Ti,4,897972,559000,1278890
2026-05-25,RTX 5060,4,483965,476000,492000
2026-05-25,RX 9070 XT,6,1141568,1003990,1331000
2026-05-25,RX 9060 XT,3,672927,618800,755080
