date,gpu_group,count,avg_price,min_price,max_price
2026-04-07,RTX 5090,4,6510995,6165970,6989730
2026-04-07,RTX 5080,4,2147592,2006670,2270580
2026-04-07,RTX 5070 Ti,4,1665610,1551770,1748990
2026-04-07,RTX 5070,4,1021260,966500,1077680
2026-04-07,RTX 5060 Ti,4,798255,557960,889990
2026-04-07,RTX 5060,4,550806,546800,558064
2026-04-07,RX 9070 XT,6,1174325,1077550,1321030
2026-04-07,RX 9060 XT,3,711520,668920,785750
