date,gpu_group,count,avg_price,min_price,max_price
2026-04-16,RTX 5090,4,6325030,6105142,6690000
2026-04-16,RTX 5080,4,2159165,2009000,2292980
2026-04-16,RTX 5070 Ti,4,1603825,1493100,1715320
2026-04-16,RTX 5070,4,981742,806400,1088970
2026-04-16,RTX 5060 Ti,4,775762,575000,917000
2026-04-16,RTX 5060,4,526702,479000,548780
2026-04-16,RX 9070 XT,6,1161878,1030000,1334640
2026-04-16,RX 9060 XT,3,654673,626290,668950
