date,gpu_group,count,avg_price,min_price,max_price
2026-04-10,RTX 5090,4,6578210,6398990,6984930
2026-04-10,RTX 5080,4,2175030,2006670,2358750
2026-04-10,RTX 5070 Ti,4,1650325,1559990,1707310
2026-04-10,RTX 5070,4,980182,887200,1068080
2026-04-10,RTX 5060 Ti,4,815005,596950,918000
2026-04-10,RTX 5060,4,557115,545000,567980
2026-04-10,RX 9070 XT,6,1167303,1076470,1319960
2026-04-10,RX 9060 XT,3,711173,668870,785150
