date,gpu_group,count,avg_price,min_price,max_price
2026-04-19,RTX 5090,4,6393198,6105142,6689890
2026-04-19,RTX 5080,4,2176118,2064090,2289840
2026-04-19,RTX 5070 Ti,4,1629430,1559990,1714370
2026-04-19,RTX 5070,4,980020,806400,1084810
2026-04-19,RTX 5060 Ti,4,752275,568300,918000
2026-04-19,RTX 5060,4,522115,479000,541000
2026-04-19,RX 9070 XT,6,1157155,990000,1333520
2026-04-19,RX 9060 XT,3,639363,623060,668740
