date,gpu_group,count,avg_price,min_price,max_price
2026-06-10,RTX 5090,4,7337472,7287500,7427400
2026-06-10,RTX 5080,4,2147938,2054990,2268990
2026-06-10,RTX 5070 Ti,4,1659528,1601000,1741740
2026-06-10,RTX 5070,4,985595,944390,1085000
2026-06-10,RTX 5060 Ti,4,915695,598350,1278890
2026-06-10,RTX 5060,4,493055,480300,504590
2026-06-10,RX 9070 XT,6,1129950,999000,1329000
2026-06-10,RX 9060 XT,2,632495,625000,639990
