date,gpu_group,count,avg_price,min_price,max_price
2026-04-05,RTX 5090,4,6511030,6165980,6989750
2026-04-05,RTX 5080,4,2147618,2006700,2270690
2026-04-05,RTX 5070 Ti,4,1661785,1551880,1748990
2026-04-05,RTX 5070,4,1022484,966480,1082820
2026-04-05,RTX 5060 Ti,4,798338,558060,889980
2026-04-05,RTX 5060,4,547615,534830,558060
2026-04-05,RX 9070 XT,6,1174389,1077670,1321160
2026-04-05,RX 9060 XT,3,711570,668960,785860
