date,gpu_group,count,avg_price,min_price,max_price
2026-05-05,RTX 5090,4,6393708,6241250,6699890
2026-05-05,RTX 5080,4,2159588,2053420,2297140
2026-05-05,RTX 5070 Ti,4,1614322,1547920,1714780
2026-05-05,RTX 5070,4,1009730,948020,1084920
2026-05-05,RTX 5060 Ti,4,786972,561160,930620
2026-05-05,RTX 5060,4,495590,488610,508320
2026-05-05,RX 9070 XT,6,1159233,1062010,1331940
2026-05-05,RX 9060 XT,3,635683,626290,653990
