date,gpu_group,count,avg_price,min_price,max_price
2026-05-17,RTX 5090,4,6422002,6294540,6759750
2026-05-17,RTX 5080,4,2107678,1985560,2267430
2026-05-17,RTX 5070 Ti,4,1610660,1560000,1724900
2026-05-17,RTX 5070,4,958410,918480,1031510
2026-05-17,RTX 5060 Ti,4,819018,556580,976320
2026-05-17,RTX 5060,4,480355,477950,484160
2026-05-17,RX 9070 XT,6,1145792,1032580,1331740
2026-05-17,RX 9060 XT,3,684580,618800,789000
