date,gpu_group,count,avg_price,min_price,max_price
2026-03-31,RTX 5090,4,6532082,6299000,6989990
2026-03-31,RTX 5080,4,2212892,2064120,2357640
2026-03-31,RTX 5070 Ti,4,1655950,1527790,1709000
2026-03-31,RTX 5070,4,1039185,1018890,1088980
2026-03-31,RTX 5060 Ti,4,834885,605000,943410
2026-03-31,RTX 5060,4,581662,552390,598050
2026-03-31,RX 9070 XT,6,1204802,1088300,1344960
2026-03-31,RX 9060 XT,3,711553,666990,787780
