date,gpu_group,count,avg_price,min_price,max_price
2026-05-12,RTX 5090,4,6413588,6165980,6699990
2026-05-12,RTX 5080,4,2164118,2045290,2297360
2026-05-12,RTX 5070 Ti,4,1617160,1527060,1745980
2026-05-12,RTX 5070,4,990078,949560,1086550
2026-05-12,RTX 5060 Ti,4,811005,559290,923000
2026-05-12,RTX 5060,4,487648,480210,493590
2026-05-12,RX 9070 XT,6,1157457,1060800,1331840
2026-05-12,RX 9060 XT,3,677503,626080,755080
