date,gpu_group,count,avg_price,min_price,max_price
2026-05-06,RTX 5090,4,6384518,6241250,6700000
2026-05-06,RTX 5080,4,2170778,2053300,2299990
2026-05-06,RTX 5070 Ti,4,1618285,1549350,1725810
2026-05-06,RTX 5070,4,996105,948030,1088750
2026-05-06,RTX 5060 Ti,4,808710,559980,930620
2026-05-06,RTX 5060,4,491455,478800,508220
2026-05-06,RX 9070 XT,6,1154915,1062600,1331920
2026-05-06,RX 9060 XT,3,635453,626080,653990
