date,gpu_group,count,avg_price,min_price,max_price
2026-03-30,RTX 5090,4,6559688,6298970,7099870
2026-03-30,RTX 5080,4,2193932,2064130,2349890
2026-03-30,RTX 5070 Ti,4,1652490,1523420,1708590
2026-03-30,RTX 5070,4,1039120,1018770,1098820
2026-03-30,RTX 5060 Ti,4,837815,617310,943410
2026-03-30,RTX 5060,4,572318,552420,593000
2026-03-30,RX 9070 XT,6,1196897,1088650,1345000
2026-03-30,RX 9060 XT,3,711717,666990,788270
