date,gpu_group,count,avg_price,min_price,max_price
2026-04-25,RTX 5090,4,6393570,6264390,6674890
2026-04-25,RTX 5080,4,2181192,2064020,2297850
2026-04-25,RTX 5070 Ti,4,1647092,1559990,1715860
2026-04-25,RTX 5070,4,1010175,958810,1082920
2026-04-25,RTX 5060 Ti,4,788925,569980,928920
2026-04-25,RTX 5060,4,510638,489660,529980
2026-04-25,RX 9070 XT,6,1167128,1055280,1332170
2026-04-25,RX 9060 XT,3,651777,626290,666650
