date,gpu_group,count,avg_price,min_price,max_price
2026-05-24,RTX 5090,4,6755275,6299000,7492500
2026-05-24,RTX 5080,4,2123195,1970430,2268990
2026-05-24,RTX 5070 Ti,4,1598962,1548990,1659800
2026-05-24,RTX 5070,4,964045,915000,1059990
2026-05-24,RTX 5060 Ti,4,876110,560000,1189470
2026-05-24,RTX 5060,4,485145,476990,492890
2026-05-24,RX 9070 XT,6,1141870,1003990,1331600
2026-05-24,RX 9060 XT,3,672960,618800,755080
