date,gpu_group,count,avg_price,min_price,max_price
2026-05-08,RTX 5090,4,6434118,6298520,6699990
2026-05-08,RTX 5080,4,2175840,2053210,2299530
2026-05-08,RTX 5070 Ti,4,1617290,1543290,1746000
2026-05-08,RTX 5070,4,989258,954440,1066640
2026-05-08,RTX 5060 Ti,4,791112,559850,930620
2026-05-08,RTX 5060,4,493060,487980,500440
2026-05-08,RX 9070 XT,6,1154742,1061640,1331880
2026-05-08,RX 9060 XT,3,635423,626080,653900
