date,gpu_group,count,avg_price,min_price,max_price
2026-04-08,RTX 5090,4,6580982,6398240,6989710
2026-04-08,RTX 5080,4,2147592,2006670,2270580
2026-04-08,RTX 5070 Ti,4,1664852,1548770,1748990
2026-04-08,RTX 5070,4,1020647,966560,1075170
2026-04-08,RTX 5060 Ti,4,808152,597660,889990
2026-04-08,RTX 5060,4,556892,547690,576800
2026-04-08,RX 9070 XT,6,1172210,1077420,1320920
2026-04-08,RX 9060 XT,3,711477,668920,785620
