date,gpu_group,count,avg_price,min_price,max_price
2026-06-12,RTX 5090,4,7415342,7335990,7499990
2026-06-12,RTX 5080,4,2153800,2054990,2268990
2026-06-12,RTX 5070 Ti,4,1633095,1601000,1690400
2026-06-12,RTX 5070,4,996592,944390,1085000
2026-06-12,RTX 5060 Ti,4,918355,608990,1278890
2026-06-12,RTX 5060,4,496960,480300,510000
2026-06-12,RX 9070 XT,6,1128908,999000,1309000
2026-06-12,RX 9060 XT,2,632475,624990,639960
