date,gpu_group,count,avg_price,min_price,max_price
2026-04-09,RTX 5090,4,6581130,6398890,6989670
2026-04-09,RTX 5080,4,2147592,2006670,2270580
2026-04-09,RTX 5070 Ti,4,1662515,1539440,1748990
2026-04-09,RTX 5070,4,1020642,966560,1075150
2026-04-09,RTX 5060 Ti,4,815008,596960,918000
2026-04-09,RTX 5060,4,556045,547680,567900
2026-04-09,RX 9070 XT,6,1170158,1077180,1320670
2026-04-09,RX 9060 XT,3,711393,668900,785390
