date,gpu_group,count,avg_price,min_price,max_price
2026-04-15,RTX 5090,4,6478470,6299000,6690000
2026-04-15,RTX 5080,4,2167688,2064100,2270580
2026-04-15,RTX 5070 Ti,4,1606215,1511100,1706880
2026-04-15,RTX 5070,4,1026408,966560,1083650
2026-04-15,RTX 5060 Ti,4,775220,571830,918000
2026-04-15,RTX 5060,4,529382,479000,548890
2026-04-15,RX 9070 XT,6,1177668,1072760,1339960
2026-04-15,RX 9060 XT,3,709757,668780,782620
