date,gpu_group,count,avg_price,min_price,max_price
2026-06-13,RTX 5090,4,7414092,7331000,7499990
2026-06-13,RTX 5080,4,2153772,2054900,2268990
2026-06-13,RTX 5070 Ti,4,1627335,1590000,1690400
2026-06-13,RTX 5070,4,998845,944390,1084990
2026-06-13,RTX 5060 Ti,4,917932,607300,1278890
2026-06-13,RTX 5060,4,496158,480300,510000
2026-06-13,RX 9070 XT,6,1115964,938943,1309000
2026-06-13,RX 9060 XT,2,632470,624990,639950
