date,gpu_group,count,avg_price,min_price,max_price
2026-04-27,RTX 5090,4,6395260,6246510,6699890
2026-04-27,RTX 5080,4,2177975,2057980,2297620
2026-04-27,RTX 5070 Ti,4,1646945,1559990,1715730
2026-04-27,RTX 5070,4,1012465,948660,1083410
2026-04-27,RTX 5060 Ti,4,788885,569900,928900
2026-04-27,RTX 5060,4,508110,489760,519980
2026-04-27,RX 9070 XT,6,1168242,1062650,1332130
2026-04-27,RX 9060 XT,3,651757,626290,666590
