date,gpu_group,count,avg_price,min_price,max_price
2026-06-05,RTX 5090,4,7061052,6299000,7430000
2026-06-05,RTX 5080,4,2147258,2058150,2267200
2026-06-05,RTX 5070 Ti,4,1623098,1596000,1674280
2026-06-05,RTX 5070,4,986845,944390,1086920
2026-06-05,RTX 5060 Ti,4,909422,573250,1278890
2026-06-05,RTX 5060,4,489490,480300,498400
2026-06-05,RX 9070 XT,6,1130337,999000,1330940
2026-06-05,RX 9060 XT,3,673337,625000,755080
