date,gpu_group,count,avg_price,min_price,max_price
2026-03-25,RTX 5090,4,6497092,6098990,7209690
2026-03-25,RTX 5080,4,2203638,2066390,2357000
2026-03-25,RTX 5070 Ti,4,1648910,1528780,1709860
2026-03-25,RTX 5070,4,1055598,1023310,1115000
2026-03-25,RTX 5060 Ti,4,818740,609910,898000
2026-03-25,RTX 5060,4,579150,562210,602000
2026-03-25,RX 9070 XT,6,1259093,1093700,1422350
2026-03-25,RX 9060 XT,3,697130,645150,756240
