date,gpu_group,count,avg_price,min_price,max_price
2026-06-03,RTX 5090,4,7058940,6299000,7430000
2026-06-03,RTX 5080,4,2145380,2050000,2268530
2026-06-03,RTX 5070 Ti,4,1629762,1595000,1704070
2026-06-03,RTX 5070,4,984075,944400,1080000
2026-06-03,RTX 5060 Ti,4,902472,572000,1278890
2026-06-03,RTX 5060,4,486230,480310,492000
2026-06-03,RX 9070 XT,6,1128095,999000,1319000
2026-06-03,RX 9060 XT,3,673357,625000,755080
