date,gpu_group,count,avg_price,min_price,max_price
2026-05-22,RTX 5090,4,6918608,6299000,7500000
2026-05-22,RTX 5080,4,2144790,2058160,2247990
2026-05-22,RTX 5070 Ti,4,1632192,1595990,1710600
2026-05-22,RTX 5070,4,970520,924990,1039000
2026-05-22,RTX 5060 Ti,4,864198,574880,1096990
2026-05-22,RTX 5060,4,489828,477590,508970
2026-05-22,RX 9070 XT,6,1139755,1004970,1331650
2026-05-22,RX 9060 XT,3,684540,618800,789000
