date,gpu_group,count,avg_price,min_price,max_price
2026-03-23,RTX 5090,4,6374185,6000030,7209790
2026-03-23,RTX 5080,4,2191210,2035880,2358000
2026-03-23,RTX 5070 Ti,4,1646708,1541220,1747180
2026-03-23,RTX 5070,4,1039180,948800,1116030
2026-03-23,RTX 5060 Ti,4,812498,569750,912690
2026-03-23,RTX 5060,4,538435,507200,568670
2026-03-23,RX 9070 XT,6,1255210,1094290,1394890
2026-03-23,RX 9060 XT,3,693383,645770,735380
