date,gpu_group,count,avg_price,min_price,max_price
2026-03-20,RTX 5090,4,6374860,6000730,7209940
2026-03-20,RTX 5080,4,2211300,2072380,2359000
2026-03-20,RTX 5070 Ti,4,1656425,1559990,1747350
2026-03-20,RTX 5070,4,1044092,985000,1109000
2026-03-20,RTX 5060 Ti,4,837700,632960,939690
2026-03-20,RTX 5060,4,567368,546380,581050
2026-03-20,RX 9070 XT,6,1258963,1095780,1422580
2026-03-20,RX 9060 XT,3,715400,659510,787690
