date,gpu_group,count,avg_price,min_price,max_price
2026-03-21,RTX 5090,4,6374548,6000670,7209890
2026-03-21,RTX 5080,4,2202652,2069000,2327990
2026-03-21,RTX 5070 Ti,4,1651825,1553660,1747310
2026-03-21,RTX 5070,4,1040830,979000,1105890
2026-03-21,RTX 5060 Ti,4,834970,632720,939360
2026-03-21,RTX 5060,4,567008,545880,580810
2026-03-21,RX 9070 XT,6,1260067,1094900,1422560
2026-03-21,RX 9060 XT,3,710893,646230,787450
