date,category,subcategory,name,danawa_price,danawa_url,compuzone_price,compuzone_url,shopdanawa_price,shopdanawa_url,cheapest
2026-05-30,CPU,게이밍 & 작업용 (AMD),AMD 라이젠9-6세대 9950X3D (그래니트 릿지) (멀티팩 정품),1272000,https://prod.danawa.com/info/?pcode=77790914&cate=112747,1388500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1220480,1342280,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=77790914,다나와
2026-05-30,CPU,게이밍 & 작업용 (AMD),AMD 라이젠7-6세대 9800X3D (그래니트 릿지) (멀티팩 정품),598850,https://prod.danawa.com/info/?pcode=70531547&cate=112747,615500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1187400,648530,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=70531547,다나와
2026-05-30,CPU,게이밍 & 작업용 (AMD),AMD 라이젠7-5세대 7800X3D (라파엘) (멀티팩 정품),383670,https://prod.danawa.com/info/?pcode=19627934&cate=112747,403000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1013843,422850,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=19627934,다나와
2026-05-30,CPU,게이밍 & 작업용 (AMD),AMD 라이젠5-6세대 9600X (그래니트 릿지) (멀티팩 정품),268890,https://prod.danawa.com/info/?pcode=62794079&cate=112747,267000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1164055,295640,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=62794079,컴퓨존
2026-05-30,CPU,게이밍 & 작업용 (AMD),AMD 라이젠5-5세대 7500X3D (라파엘) (멀티팩 정품),332900,https://prod.danawa.com/info/?pcode=104223188&cate=112747,327500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1313313,369130,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=104223188,컴퓨존
2026-05-30,CPU,메인스트림 (AMD),AMD 라이젠5-5세대 7500F (라파엘) (멀티팩 정품),178700,https://prod.danawa.com/info/?pcode=21694499&cate=112747,184000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1062764,201700,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=21694499,다나와
2026-05-30,CPU,메인스트림 (AMD),AMD 라이젠5-4세대 5600G (세잔) (멀티팩 정품),204560,https://prod.danawa.com/info/?pcode=14927675&cate=112747,190000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1216681,225170,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=14927675,컴퓨존
2026-05-30,CPU,인텔 울트라,인텔 코어 울트라7 시리즈2 265K (애로우레이크) (정품),490540,https://prod.danawa.com/info/?pcode=69059687&cate=112747,497500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1183677,540500,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=69059687,다나와
2026-05-30,CPU,인텔 울트라,인텔 코어 울트라5 시리즈2 245K (애로우레이크) (정품),340300,https://prod.danawa.com/info/?pcode=69059753&cate=112747,340900,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1183680,378170,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=69059753,다나와
2026-05-30,CPU,인텔 울트라,인텔 코어 울트라7 시리즈2 270K Plus (애로우레이크 리프레시) (정품),512530,https://prod.danawa.com/info/?pcode=108424286&keyword=270k+plus&cate=113973,517000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1334275,553690,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=108424286&productRegisterAreaGroupSeq=100&serviceSectionSeq=594,다나와
2026-05-30,CPU,인텔 울트라,인텔 코어 울트라5 시리즈2 250K Plus (애로우레이크 리프레시) (정품),359720,https://prod.danawa.com/info/?pcode=108424451&keyword=250k+plus&cate=113973,358000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1334276,387580,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=108424451&productRegisterAreaGroupSeq=100&serviceSectionSeq=594,컴퓨존
2026-05-30,CPU,인텔 14세대,인텔 코어i5-14세대 14600K (랩터레이크 리프레시) (정품),390460,https://prod.danawa.com/info/?pcode=28799654&cate=112747,391000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1078414,426510,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=28799654,다나와
2026-05-30,CPU,인텔 14세대,인텔 코어i5-14세대 14400F (랩터레이크 리프레시) (밸류팩 정품),247130,https://prod.danawa.com/info/?pcode=76555634&cate=112747,250000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1215660,269910,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=76555634,다나와
2026-05-30,RAM,DDR5 (16GB),삼성전자 DDR5-5600 (16GB),320890,https://prod.danawa.com/info/?pcode=18911780&cate=112752,351000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=990235,366970,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=18911780,다나와
2026-05-30,RAM,DDR5 (16GB),ESSENCORE KLEVV DDR5-5600 CL46 파인인포 (16GB),308780,https://prod.danawa.com/info/?pcode=18965774&cate=112752,316590,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=977732,334450,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=18965774,다나와
