date,category,subcategory,name,danawa_price,danawa_url,compuzone_price,compuzone_url,shopdanawa_price,shopdanawa_url,cheapest
2026-03-31,CPU,게이밍 & 작업용 (AMD),AMD 라이젠9-6세대 9950X3D (그래니트 릿지) (멀티팩 정품),965160,https://prod.danawa.com/info/?pcode=77790914&cate=112747,984000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1220480,1039110,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=77790914,다나와
2026-03-31,CPU,게이밍 & 작업용 (AMD),AMD 라이젠7-6세대 9800X3D (그래니트 릿지) (멀티팩 정품),628550,https://prod.danawa.com/info/?pcode=70531547&cate=112747,640500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1187400,680670,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=70531547,다나와
2026-03-31,CPU,게이밍 & 작업용 (AMD),AMD 라이젠7-5세대 7800X3D (라파엘) (멀티팩 정품),428450,https://prod.danawa.com/info/?pcode=19627934&cate=112747,432800,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1013843,489300,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=19627934,다나와
2026-03-31,CPU,게이밍 & 작업용 (AMD),AMD 라이젠5-6세대 9600X (그래니트 릿지) (멀티팩 정품),299000,https://prod.danawa.com/info/?pcode=62794079&cate=112747,301500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1164055,321880,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=62794079,다나와
2026-03-31,CPU,게이밍 & 작업용 (AMD),AMD 라이젠5-5세대 7500X3D (라파엘) (멀티팩 정품),349890,https://prod.danawa.com/info/?pcode=104223188&cate=112747,346400,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1313313,398890,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=104223188,컴퓨존
2026-03-31,CPU,메인스트림 (AMD),AMD 라이젠5-5세대 7500F (라파엘) (멀티팩 정품),203490,https://prod.danawa.com/info/?pcode=21694499&cate=112747,207000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1062764,228270,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=21694499,다나와
2026-03-31,CPU,메인스트림 (AMD),AMD 라이젠5-4세대 5600G (세잔) (멀티팩 정품),208100,https://prod.danawa.com/info/?pcode=14927675&cate=112747,189000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1216681,231270,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=14927675,컴퓨존
2026-03-31,CPU,인텔 울트라,인텔 코어 울트라7 시리즈2 265K (애로우레이크) (정품),468890,https://prod.danawa.com/info/?pcode=69059687&cate=112747,498500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1183677,534410,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=69059687,다나와
2026-03-31,CPU,인텔 울트라,인텔 코어 울트라5 시리즈2 245K (애로우레이크) (정품),339970,https://prod.danawa.com/info/?pcode=69059753&cate=112747,340900,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1183680,373520,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=69059753,다나와
2026-03-31,CPU,인텔 14세대,인텔 코어i5-14세대 14600K (랩터레이크 리프레시) (정품),374890,https://prod.danawa.com/info/?pcode=28799654&cate=112747,369500,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1078414,415800,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=28799654,컴퓨존
2026-03-31,CPU,인텔 14세대,인텔 코어i5-14세대 14400F (랩터레이크 리프레시) (밸류팩 정품),243870,https://prod.danawa.com/info/?pcode=76555634&cate=112747,249300,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=1215660,269940,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=76555634,다나와
2026-03-31,RAM,DDR5 (16GB),삼성전자 DDR5-5600 (16GB),311490,https://prod.danawa.com/info/?pcode=18911780&cate=112752,365000,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=990235,370280,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=18911780,다나와
2026-03-31,RAM,DDR5 (16GB),ESSENCORE KLEVV DDR5-5600 CL46 파인인포 (16GB),334290,https://prod.danawa.com/info/?pcode=18965774&cate=112752,332580,https://www.compuzone.co.kr/product/product_detail.htm?ProductNo=977732,355800,https://shop.danawa.com/main/?controller=goods&methods=blog&billingInternalProductSeq=18965774,컴퓨존
