date,gpu_group,count,avg_price,min_price,max_price
2026-03-22,RTX 5090,4,6374352,6000390,7209850
2026-03-22,RTX 5080,4,2195520,2068980,2299950
2026-03-22,RTX 5070 Ti,4,1644012,1550550,1747250
2026-03-22,RTX 5070,4,1036502,978890,1088950
2026-03-22,RTX 5060 Ti,4,834578,632120,939000
2026-03-22,RTX 5060,4,564510,545760,580570
2026-03-22,RX 9070 XT,6,1259945,1094600,1422540
2026-03-22,RX 9060 XT,3,710680,645830,787210
